"","companyId","avgOverallRating","numReviews"
"4657","company17830",3.1,15
"4658","company17830",NA,NA
"4659","company06468",3.1,55
"4660","company01537",3.6,113
"4661","company163657",3,2
"4662","company04674",NA,NA
"4663","company157437",NA,NA
"4664","company157326",5,26
"4665","company193580",NA,NA
"4666","company59958",3.6,103
"4667","company04183",3.9,70
"4668","company61919",NA,NA
"4669","company02636",3.7,19
"4670","company14527",NA,NA
"4671","company25909",NA,NA
"4672","company77027",NA,NA
"4673","company43125",4.3,8
"4674","company149628",NA,NA
"4675","company03308",NA,NA
"4676","company49748",5,99
"4677","company01296",3.7,33
"4678","company03888",NA,NA
"4679","company94391",NA,NA
"4680","company37839",5,37
"4681","company226164",3.7,102
"4682","company74572",NA,NA
"4683","company60926",NA,NA
"4684","company162556",NA,NA
"4685","company120928",3.8,46
"4686","company37770",NA,NA
"4687","company34563",NA,NA
"4688","company01991",NA,NA
"4689","company12620",1.7,151
"4690","company168885",NA,NA
"4691","company19998",4,41
"4692","company22067",2.8,184
"4693","company10903",3.1,112
"4694","company32325",3.5,35
"4695","company186427",NA,NA
"4696","company35517",NA,NA
"4697","company00729",3.8,66
"4698","company11991",NA,NA
"4699","company13978",3.7,120
"4700","company59808",NA,NA
"4701","company04426",4,NA
"4702","company04426",NA,NA
"4703","company47606",NA,NA
"4704","company66050",NA,NA
"4705","company44074",2.8,104
"4706","company08180",4,26
"4707","company08180",NA,NA
"4708","company177523",3.1,12
"4709","company103591",NA,NA
"4710","company06035",3.5,31
"4711","company38315",2.8,94
"4712","company26802",3.6,90
"4713","company03394",3.3,76
"4714","company29442",NA,NA
"4715","company52062",NA,NA
"4716","company136053",4,32
"4717","company01640",3.9,418
"4718","company35266",3.7,79
"4719","company196574",4,37
"4720","company30494",NA,NA
"4721","company34591",NA,NA
"4722","company92855",NA,NA
"4723","company193237",NA,NA
"4724","company233069",4.1,100
"4725","company136121",NA,NA
"4726","company230132",NA,NA
"4727","company105616",NA,NA
"4728","company30266",3.8,155
"4729","company22814",NA,NA
"4730","company40006",3.6,163
"4731","company100625",NA,NA
"4732","company10337",4.2,98
"4733","company68170",NA,NA
"4734","company31108",3.7,119
"4735","company42605",NA,NA
"4736","company63059",NA,NA
"4737","company03353",4.1,99
"4738","company142220",NA,NA
"4739","company46356",NA,NA
"4740","company02701",2.6,176
"4741","company97297",NA,NA
"4742","company54942",NA,NA
"4743","company40847",3.7,28
"4744","company176793",2.8,56
"4745","company118110",4,37
"4746","company57583",NA,NA
"4747","company61432",3.9,74
"4748","company21604",NA,NA
"4749","company207649",3.6,70
"4750","company23756",NA,NA
"4751","company28495",NA,NA
"4752","company101485",NA,NA
"4753","company67430",NA,NA
"4754","company32116",NA,NA
"4755","company46124",5,40
"4756","company87933",4,109
"4757","company30739",NA,NA
"4758","company05647",3.2,167
"4759","company184894",NA,NA
"4760","company97645",NA,NA
"4761","company36935",3.7,121
"4762","company04766",4.1,58
"4763","company13370",4.2,68
"4764","company36696",NA,NA
"4765","company60436",NA,NA
"4766","company03408",NA,NA
"4767","company03408",3.9,NA
"4768","company18608",NA,NA
"4769","company81220",3.7,NA
"4770","company12373",4,567
"4771","company46238",NA,NA
"4772","company190211",NA,NA
"4773","company150386",NA,NA
"4774","company37053",NA,NA
"4775","company02597",NA,NA
"4776","company187558",NA,NA
"4777","company101744",3.3,43
"4778","company101744",NA,NA
"4779","company09319",NA,NA
"4780","company11189",3.6,59
"4781","company47486",3.8,76
"4782","company179889",3.3,47
"4783","company01891",3.6,NA
"4784","company42536",NA,NA
"4785","company44853",NA,NA
"4786","company12893",NA,NA
"4787","company97249",NA,NA
"4788","company02964",NA,NA
"4789","company03022",3.9,82
"4790","company194990",NA,NA
"4791","company53531",4.5,44
"4792","company112774",NA,NA
"4793","company216504",NA,NA
"4794","company20778",NA,NA
"4795","company143402",NA,NA
"4796","company21640",2.8,85
"4797","company225916",NA,NA
"4798","company91561",NA,NA
"4799","company13829",3.8,127
"4800","company02135",3.9,NA
"4801","company08130",NA,NA
"4802","company27069",3.9,213
"4803","company08074",2,59
"4804","company161159",NA,NA
"4805","company88338",NA,NA
"4806","company126802",4,58
"4807","company33071",NA,NA
"4808","company19338",NA,NA
"4809","company53108",NA,NA
"4810","company11969",3.7,73
"4811","company39593",2.8,NA
"4812","company03608",3.3,42
"4813","company07703",NA,NA
"4814","company129838",NA,NA
"4815","company67316",NA,NA
"4816","company76384",3,47
"4817","company16384",NA,NA
"4818","company69383",NA,NA
"4819","company161296",NA,NA
"4820","company10098",NA,NA
"4821","company01748",NA,NA
"4822","company48453",3.2,133
"4823","company240885",4,16
"4824","company145590",3.7,100
"4825","company91529",NA,NA
"4826","company86906",NA,NA
"4827","company04768",NA,NA
"4828","company00500",4.1,445
"4829","company107990",NA,NA
"4830","company159077",NA,NA
"4831","company159077",3.3,NA
"4832","company117686",NA,NA
"4833","company06741",4.4,260
"4834","company35181",NA,NA
"4835","company03476",NA,NA
"4836","company27112",NA,NA
"4837","company215423",NA,NA
"4838","company133339",3.8,56
"4839","company165507",NA,NA
"4840","company57680",NA,NA
"4841","company218242",2,30
"4842","company218242",NA,NA
"4843","company01744",3.9,50
"4844","company168872",5,98
"4845","company130761",NA,NA
"4846","company209479",NA,NA
"4847","company31426",NA,NA
"4848","company136202",NA,NA
"4849","company35055",4.1,79
"4850","company193924",NA,NA
"4851","company21357",NA,NA
"4852","company44586",NA,NA
"4853","company40332",NA,NA
"4854","company169955",NA,NA
"4855","company120047",NA,NA
"4856","company169612",4.5,82
"4857","company170718",4.1,70
"4858","company148799",NA,NA
"4859","company104531",NA,NA
"4860","company22975",3.5,117
"4861","company30485",NA,NA
"4862","company23186",NA,NA
"4863","company128217",NA,NA
"4864","company57685",3.8,NA
"4865","company57685",NA,NA
"4866","company30144",NA,NA
"4867","company15848",NA,NA
"4868","company49077",NA,NA
"4869","company164498",NA,NA
"4870","company137233",NA,NA
"4871","company104284",4,77
"4872","company59790",3.5,87
"4873","company13202",3.3,56
"4874","company79007",4.2,40
"4875","company29884",2.8,29
"4876","company01058",3.3,NA
"4877","company01058",NA,NA
"4878","company194071",4,78
"4879","company91684",NA,NA
"4880","company91684",3.8,NA
"4881","company129613",2.8,37
"4882","company29488",4,9
"4883","company29488",NA,NA
"4884","company160543",NA,NA
"4885","company128285",NA,NA
"4886","company09086",3.5,91
"4887","company119604",NA,NA
"4888","company187134",NA,NA
"4889","company132623",NA,NA
"4890","company47156",NA,NA
"4891","company26828",4,80
"4892","company57380",NA,NA
"4893","company98441",4,72
"4894","company127402",3,29
"4895","company34801",NA,NA
"4896","company240598",4,55
"4897","company103092",3,94
"4898","company166090",3.5,103
"4899","company37750",3.5,NA
"4900","company06163",NA,NA
"4901","company06163",3.7,68
"4902","company05530",3.7,60
"4903","company05504",4.1,149
"4904","company08414",4.2,631
"4905","company162715",NA,NA
"4906","company17663",3.9,83
"4907","company38133",2.8,139
"4908","company141616",NA,NA
"4909","company143376",NA,NA
"4910","company181144",NA,NA
"4911","company22307",3.9,NA
"4912","company12998",NA,NA
"4913","company18171",NA,NA
"4914","company18171",2.9,NA
"4915","company163249",NA,NA
"4916","company88491",NA,NA
"4917","company11831",NA,NA
"4918","company10469",3.4,129
"4919","company163476",4,54
"4920","company138720",NA,NA
"4921","company16501",3.5,51
"4922","company19930",NA,NA
"4923","company234298",NA,NA
"4924","company29098",3.5,67
"4925","company21559",NA,NA
"4926","company24719",3.8,99
"4927","company46772",NA,NA
"4928","company36923",3,119
"4929","company103958",2.9,62
"4930","company87503",NA,NA
"4931","company30654",4.3,73
"4932","company10511",4,69
"4933","company59151",5,58
"4934","company36157",4,21
"4935","company08672",3.6,89
"4936","company105278",NA,NA
"4937","company216377",NA,NA
"4938","company35706",NA,NA
"4939","company00433",3.3,8
"4940","company22843",3.5,40
"4941","company12422",4,63
"4942","company09932",NA,NA
"4943","company117255",NA,NA
"4944","company94375",3.6,94
"4945","company155461",NA,NA
"4946","company27769",5,45
"4947","company11717",4,60
"4948","company219446",NA,NA
"4949","company22418",NA,NA
"4950","company31091",4,23
"4951","company57681",NA,NA
"4952","company95404",3,37
"4953","company10209",3.4,206
"4954","company99984",3.1,18
"4955","company225918",NA,NA
"4956","company94619",NA,NA
"4957","company238271",4.6,37
"4958","company01041",NA,NA
"4959","company42445",4.9,36
"4960","company27519",3.3,95
"4961","company100728",3.2,77
"4962","company30142",3.4,NA
"4963","company00631",3.3,5
"4964","company125107",4,10
"4965","company05191",NA,NA
"4966","company17802",4.3,54
"4967","company170195",2,68
"4968","company61438",4.3,68
"4969","company80653",3.9,73
"4970","company168506",NA,NA
"4971","company11414",3.7,NA
"4972","company11414",NA,NA
"4973","company172992",3.1,49
"4974","company57449",3.3,92
"4975","company26407",NA,NA
"4976","company15217",NA,NA
"4977","company124841",2.8,66
"4978","company151204",NA,NA
"4979","company19498",NA,NA
"4980","company00052",3.6,NA
"4981","company00052",NA,NA
"4982","company35624",3.8,67
"4983","company05319",NA,NA
"4984","company218571",NA,NA
"4985","company13187",3.7,51
"4986","company27767",4.3,68
"4987","company37809",NA,NA
"4988","company127934",4.4,67
"4989","company127934",NA,NA
"4990","company51903",NA,NA
"4991","company45670",NA,NA
"4992","company45670",4.4,NA
"4993","company66559",NA,NA
"4994","company18586",3.6,851
"4995","company116076",NA,NA
"4996","company168895",3.3,44
"4997","company13842",3.5,112
"4998","company22233",3.2,47
"4999","company00253",4,149
"5000","company107747",4.5,49
"5001","company39257",NA,NA
"5002","company03197",5,61
"5003","company05175",4,122
"5004","company41963",3.8,129
"5005","company12212",3.5,122
"5006","company26582",4,73
"5007","company62054",3.8,NA
"5008","company35875",2.5,75
"5009","company104296",NA,NA
"5010","company37937",3.7,69
"5011","company113074",NA,NA
"5012","company93360",3.8,41
"5013","company15908",NA,NA
"5014","company15908",3.3,24
"5015","company08471",3.9,42
"5016","company72515",NA,NA
"5017","company162088",3.7,88
"5018","company65329",NA,NA
"5019","company65329",4,NA
"5020","company100943",3.1,13
"5021","company168429",NA,NA
"5022","company19437",3.5,27
"5023","company08365",NA,NA
"5024","company110369",3,6
"5025","company174930",NA,NA
"5026","company31968",3.5,21
"5027","company31968",NA,NA
"5028","company163017",NA,NA
"5029","company20482",4,54
"5030","company149268",NA,NA
"5031","company177075",NA,NA
"5032","company17812",3.3,NA
"5033","company106626",NA,NA
"5034","company99865",3.6,69
"5035","company00104",3.3,860
"5036","company40792",3.6,91
"5037","company18048",3,64
"5038","company107675",NA,NA
"5039","company17315",4,70
"5040","company141874",3.7,62
"5041","company52654",3.7,443
"5042","company12178",3.5,174
"5043","company15313",4,67
"5044","company32321",NA,NA
"5045","company127589",NA,NA
"5046","company63446",NA,NA
"5047","company126990",NA,NA
"5048","company00413",NA,NA
"5049","company64606",NA,NA
"5050","company30168",NA,NA
"5051","company71091",NA,NA
"5052","company37922",NA,NA
"5053","company62844",NA,NA
"5054","company152893",1,55
"5055","company138772",3.9,100
"5056","company222298",NA,NA
"5057","company191101",NA,NA
"5058","company100988",NA,NA
"5059","company160271",3.7,18
"5060","company119702",NA,NA
"5061","company01602",NA,NA
"5062","company50376",2.8,NA
"5063","company50376",NA,NA
"5064","company39906",NA,NA
"5065","company28468",2.8,63
"5066","company161045",3.4,32
"5067","company61532",3.1,NA
"5068","company21066",4.1,109
"5069","company88974",NA,NA
"5070","company184755",NA,NA
"5071","company02038",3,134
"5072","company02038",NA,NA
"5073","company34684",3,428
"5074","company101282",NA,NA
"5075","company183578",3,70
"5076","company44404",NA,NA
"5077","company243496",3.9,60
"5078","company29242",NA,NA
"5079","company12786",1,63
"5080","company17703",NA,NA
"5081","company60110",3.8,118
"5082","company03816",3.7,90
"5083","company238585",3.8,78
"5084","company152458",NA,NA
"5085","company18075",NA,NA
"5086","company68251",NA,NA
"5087","company238297",NA,NA
"5088","company54625",3.8,69
"5089","company158106",5,35
"5090","company28547",2.8,60
"5091","company48000",3.6,94
"5092","company21056",3.7,262
"5093","company195765",NA,NA
"5094","company183736",NA,NA
"5095","company73864",3.5,91
"5096","company03424",4.2,58
"5097","company08045",3.8,28
"5098","company22656",2.6,50
"5099","company120895",NA,NA
"5100","company12402",3.6,NA
"5101","company117742",NA,NA
"5102","company23442",NA,NA
"5103","company47258",4.5,56
"5104","company14659",3.6,36
"5105","company14659",NA,NA
"5106","company01517",NA,NA
"5107","company01517",3.6,NA
"5108","company184407",NA,NA
"5109","company20500",3.5,110
"5110","company85370",3.4,75
"5111","company155887",NA,NA
"5112","company155887",4,NA
"5113","company31563",3.2,NA
"5114","company212513",4.2,100
"5115","company182204",NA,NA
"5116","company103426",3.6,8
"5117","company70674",1,44
"5118","company05121",3.5,11
"5119","company65467",3.4,20
"5120","company173606",NA,NA
"5121","company24249",3.5,260
"5122","company14608",4,63
"5123","company17082",3.8,26
"5124","company17082",NA,NA
"5125","company03409",3.8,98
"5126","company04751",3.3,1301
"5127","company77838",NA,NA
"5128","company23987",NA,NA
"5129","company18725",3.9,NA
"5130","company18725",NA,NA
"5131","company130179",3.1,87
"5132","company146280",4.2,30
"5133","company10512",3.9,NA
"5134","company67403",4.1,66
"5135","company138880",3.9,45
"5136","company112793",3,75
"5137","company205136",NA,NA
"5138","company29142",4,98
"5139","company226617",NA,NA
"5140","company39510",4.2,95
"5141","company21895",NA,NA
"5142","company77059",NA,NA
"5143","company45142",3.6,32
"5144","company204095",4,41
"5145","company08726",3.4,81
"5146","company175033",4,54
"5147","company147891",3.8,21
"5148","company30772",3.3,17
"5149","company216786",NA,NA
"5150","company196373",NA,NA
"5151","company26277",NA,NA
"5152","company33431",3.1,97
"5153","company07470",3.4,55
"5154","company230785",4,41
"5155","company155065",4,66
"5156","company11593",4.3,63
"5157","company14066",NA,NA
"5158","company17161",NA,NA
"5159","company07603",NA,NA
"5160","company173801",4.5,36
"5161","company03295",NA,NA
"5162","company105686",NA,NA
"5163","company13448",3.5,152
"5164","company50905",NA,NA
"5165","company19617",NA,NA
"5166","company19617",3.9,NA
"5167","company23559",3.3,127
"5168","company22294",3,39
"5169","company189331",3.3,116
"5170","company165110",NA,NA
"5171","company04070",NA,NA
"5172","company65936",NA,NA
"5173","company26047",5,32
"5174","company33389",3.4,4
"5175","company12072",3.8,NA
"5176","company40295",3.5,98
"5177","company19370",3.6,67
"5178","company190274",NA,NA
"5179","company36994",5,32
"5180","company02766",NA,NA
"5181","company118361",NA,NA
"5182","company107368",NA,NA
"5183","company239395",NA,NA
"5184","company56105",NA,NA
"5185","company04976",NA,NA
"5186","company05151",4.2,22
"5187","company90523",NA,NA
"5188","company09233",NA,NA
"5189","company115849",4.3,26
"5190","company64416",4.2,143
"5191","company36306",NA,NA
"5192","company40246",4,142
"5193","company44291",5,36
"5194","company05346",NA,NA
"5195","company05226",NA,NA
"5196","company216060",5,38
"5197","company10871",NA,NA
"5198","company20078",3.8,34
"5199","company128057",NA,NA
"5200","company03850",NA,NA
"5201","company201235",3,34
"5202","company30140",3.9,127
"5203","company206261",NA,NA
"5204","company172887",NA,NA
"5205","company194345",4,81
"5206","company114434",NA,NA
"5207","company22295",3.5,85
"5208","company70770",NA,NA
"5209","company25459",NA,NA
"5210","company111733",5,20
"5211","company137242",3.5,22
"5212","company00914",4,156
"5213","company210508",NA,NA
"5214","company35083",NA,NA
"5215","company28044",NA,NA
"5216","company83099",NA,NA
"5217","company09239",3.1,60
"5218","company27390",4,139
"5219","company10851",4.5,55
"5220","company160138",NA,NA
"5221","company13323",4.5,96
"5222","company131781",NA,NA
"5223","company00738",4,71
"5224","company136043",NA,NA
"5225","company02782",NA,NA
"5226","company12415",3.8,32
"5227","company31138",NA,NA
"5228","company45602",NA,NA
"5229","company42321",NA,NA
"5230","company89128",NA,NA
"5231","company10533",3.4,73
"5232","company03449",NA,NA
"5233","company03449",3.8,216
"5234","company43687",3.9,286
"5235","company139287",4.3,74
"5236","company28584",3.8,33
"5237","company28584",NA,NA
"5238","company04572",2.8,115
"5239","company126951",4.5,9
"5240","company01853",3.1,155
"5241","company05341",3.8,142
"5242","company17689",3.9,138
"5243","company21486",NA,NA
"5244","company165387",NA,NA
"5245","company124965",3.5,96
"5246","company11248",3.1,82
"5247","company123315",2,74
"5248","company27470",NA,NA
"5249","company37920",NA,NA
"5250","company29344",NA,NA
"5251","company111763",NA,NA
"5252","company33087",3.5,75
"5253","company167855",NA,NA
"5254","company201650",NA,NA
"5255","company17750",3.2,NA
"5256","company34802",NA,NA
"5257","company02389",4.1,65
"5258","company73268",NA,NA
"5259","company11667",NA,NA
"5260","company11667",2.9,NA
"5261","company02955",NA,NA
"5262","company226040",NA,NA
"5263","company221896",NA,NA
"5264","company74982",NA,NA
"5265","company48986",NA,NA
"5266","company02097",5,11
"5267","company76300",3.7,138
"5268","company104842",4.3,NA
"5269","company114965",NA,NA
"5270","company21011",3.1,52
"5271","company188354",1,93
"5272","company14190",3.5,107
"5273","company05314",3.4,117
"5274","company115434",NA,NA
"5275","company35513",NA,NA
"5276","company31246",3.8,108
"5277","company106409",3.8,137
"5278","company100975",3.6,85
"5279","company214760",NA,NA
"5280","company20424",4.2,43
"5281","company02822",3.4,86
"5282","company175575",NA,NA
"5283","company158467",NA,NA
"5284","company07314",3.1,227
"5285","company118453",NA,NA
"5286","company62383",3.3,80
"5287","company06785",NA,NA
"5288","company177095",NA,NA
"5289","company132361",NA,NA
"5290","company16413",NA,NA
"5291","company15095",3.7,88
"5292","company20156",3.2,92
"5293","company59117",2,100
"5294","company23431",3.4,96
"5295","company83623",3.4,19
"5296","company68528",NA,NA
"5297","company09010",NA,NA
"5298","company131443",NA,NA
"5299","company129378",3.5,69
"5300","company96361",NA,NA
"5301","company53222",4.3,123
"5302","company01046",2.5,105
"5303","company107191",NA,NA
"5304","company06070",3.6,235
"5305","company38772",NA,NA
"5306","company34674",NA,NA
"5307","company20777",NA,NA
"5308","company07630",3.6,98
"5309","company100911",3,41
"5310","company122576",3.7,114
"5311","company83180",3.2,104
"5312","company47975",3.6,59
"5313","company19373",4.3,9
"5314","company84486",3.2,210
"5315","company109381",NA,NA
"5316","company03411",NA,NA
"5317","company30298",NA,NA
"5318","company01417",4.3,85
"5319","company66859",NA,NA
"5320","company131563",NA,NA
"5321","company02381",3.7,928
"5322","company195319",NA,NA
"5323","company19881",NA,NA
"5324","company13016",1,17
"5325","company111767",4,14
"5326","company27383",NA,NA
"5327","company173833",NA,NA
"5328","company56806",4.5,44
"5329","company76864",NA,NA
"5330","company05156",3.9,104
"5331","company159371",NA,NA
"5332","company148461",NA,NA
"5333","company117106",4,28
"5334","company117343",3.3,83
"5335","company207142",NA,NA
"5336","company63616",NA,NA
"5337","company63616",2.8,97
"5338","company75502",3.5,75
"5339","company16474",2.8,64
"5340","company16474",NA,NA
"5341","company01771",NA,NA
"5342","company67531",1,2
"5343","company137045",2.5,77
"5344","company36091",2.9,602
"5345","company15909",4.1,71
"5346","company19042",4.7,91
"5347","company175907",NA,NA
"5348","company17189",3,239
"5349","company51831",NA,NA
"5350","company70088",4.1,34
"5351","company51600",3.6,129
"5352","company55164",NA,NA
"5353","company119516",NA,NA
"5354","company18803",3,65
"5355","company82517",NA,NA
"5356","company184848",3.3,21
"5357","company184848",NA,NA
"5358","company82415",NA,NA
"5359","company28462",3.5,54
"5360","company06567",3.6,128
"5361","company10930",3.5,64
"5362","company78918",NA,NA
"5363","company214179",NA,NA
"5364","company203588",NA,NA
"5365","company23647",NA,NA
"5366","company28420",NA,NA
"5367","company46936",3.6,31
"5368","company01325",NA,NA
"5369","company39449",2.8,107
"5370","company65855",4,85
"5371","company123344",1,100
"5372","company45723",NA,NA
"5373","company105485",4.3,102
"5374","company05260",2.4,83
"5375","company222492",5,71
"5376","company83844",NA,NA
"5377","company02200",NA,NA
"5378","company112690",4,70
"5379","company12248",NA,NA
"5380","company120094",NA,NA
"5381","company13970",4,27
"5382","company103723",3.5,32
"5383","company204739",3,6
"5384","company76348",NA,NA
"5385","company23873",3.9,74
"5386","company106461",NA,NA
"5387","company08858",NA,NA
"5388","company01446",4,55
"5389","company37976",NA,NA
"5390","company111362",NA,NA
"5391","company56159",NA,NA
"5392","company95835",5,2
"5393","company182702",NA,NA
"5394","company15179",NA,NA
"5395","company32871",NA,NA
"5396","company221542",NA,NA
"5397","company11991",3.2,45
"5398","company112625",4,47
"5399","company71803",NA,NA
"5400","company25569",NA,NA
"5401","company26151",NA,NA
"5402","company08667",4,578
"5403","company16026",NA,NA
"5404","company30780",4,NA
"5405","company28738",NA,NA
"5406","company140061",4.6,73
"5407","company09826",NA,NA
"5408","company09826",3.4,44
"5409","company191364",4.2,30
"5410","company56422",NA,NA
"5411","company35832",NA,NA
"5412","company33670",3.8,87
"5413","company101808",3.6,193
"5414","company04899",NA,NA
"5415","company44022",3.3,76
"5416","company111722",NA,NA
"5417","company100945",NA,NA
"5418","company219938",NA,NA
"5419","company23683",2.5,70
"5420","company151554",4,66
"5421","company24869",NA,NA
"5422","company26782",NA,NA
"5423","company19744",2.9,187
"5424","company115006",NA,NA
"5425","company06578",NA,NA
"5426","company157778",NA,NA
"5427","company179514",3.3,90
"5428","company00091",NA,NA
"5429","company105369",NA,NA
"5430","company49613",NA,NA
"5431","company04952",3.6,17
"5432","company20994",NA,NA
"5433","company18616",NA,NA
"5434","company13694",NA,NA
"5435","company30583",4,NA
"5436","company201942",NA,NA
"5437","company115431",NA,NA
"5438","company13417",3.7,106
"5439","company171296",NA,NA
"5440","company107787",NA,NA
"5441","company104601",NA,NA
"5442","company168249",NA,NA
"5443","company182723",NA,NA
"5444","company10064",2.9,35
"5445","company08829",NA,NA
"5446","company21328",NA,NA
"5447","company228898",NA,NA
"5448","company99972",4.5,38
"5449","company141383",NA,NA
"5450","company65945",NA,NA
"5451","company05665",5,65
"5452","company121711",3.2,135
"5453","company36042",3.5,NA
"5454","company22377",3.8,67
"5455","company14578",3.7,245
"5456","company60328",NA,NA
"5457","company51681",NA,NA
"5458","company182952",NA,NA
"5459","company12021",NA,NA
"5460","company125831",NA,NA
"5461","company04420",3.9,486
"5462","company31511",NA,NA
"5463","company147763",4,75
"5464","company126842",NA,NA
"5465","company06807",NA,NA
"5466","company88309",NA,NA
"5467","company31375",5,100
"5468","company108906",NA,NA
"5469","company50132",4.5,5
"5470","company109314",NA,NA
"5471","company235512",NA,NA
"5472","company173121",NA,NA
"5473","company178141",NA,NA
"5474","company239810",NA,NA
"5475","company01123",4.1,74
"5476","company01123",NA,NA
"5477","company104201",4.4,106
"5478","company38151",3.2,24
"5479","company120105",NA,NA
"5480","company107234",4.8,59
"5481","company143977",NA,NA
"5482","company152058",4,51
"5483","company20957",3.8,20
"5484","company53000",NA,NA
"5485","company05074",3.5,25
"5486","company19177",3.3,NA
"5487","company17440",NA,NA
"5488","company137169",3.5,54
"5489","company06365",NA,NA
"5490","company10640",2.9,76
"5491","company10640",NA,NA
"5492","company66651",3,8
"5493","company05380",3.1,165
"5494","company240930",4,100
"5495","company04802",2.9,265
"5496","company04802",NA,NA
"5497","company06983",NA,NA
"5498","company101435",3.8,53
"5499","company11101",3.6,20
"5500","company122886",NA,NA
"5501","company208791",NA,NA
"5502","company11859",3.5,1352
"5503","company11286",NA,NA
"5504","company164957",NA,NA
"5505","company49367",5,44
"5506","company06628",NA,NA
"5507","company06628",3.7,NA
"5508","company12976",NA,NA
"5509","company100118",NA,NA
"5510","company118336",NA,NA
"5511","company19241",3.7,46
"5512","company49849",3.9,420
"5513","company112695",NA,NA
"5514","company26789",3.2,598
"5515","company21025",NA,NA
"5516","company84880",1,41
"5517","company35280",2.8,150
"5518","company108062",NA,NA
"5519","company86231",3,30
"5520","company64895",NA,NA
"5521","company06004",NA,NA
"5522","company141599",4,72
"5523","company06166",3.7,269
"5524","company70236",NA,NA
"5525","company201906",NA,NA
"5526","company18855",4.1,88
"5527","company09917",NA,NA
"5528","company100442",NA,NA
"5529","company107539",NA,NA
"5530","company116272",NA,NA
"5531","company60748",3,31
"5532","company80436",4.3,44
"5533","company92127",NA,NA
"5534","company107138",NA,NA
"5535","company105209",NA,NA
"5536","company83386",NA,NA
"5537","company69396",4,23
"5538","company05275",NA,NA
"5539","company09343",NA,NA
"5540","company150718",NA,NA
"5541","company97130",NA,NA
"5542","company12504",NA,NA
"5543","company213556",NA,NA
"5544","company01185",NA,NA
"5545","company01185",3.9,91
"5546","company71213",3.3,613
"5547","company108321",NA,NA
"5548","company89243",NA,NA
"5549","company56449",3.8,NA
"5550","company51173",NA,NA
"5551","company01065",3.8,51
"5552","company198980",NA,NA
"5553","company25557",NA,NA
"5554","company18723",4.1,10
"5555","company11936",NA,NA
"5556","company11936",3.9,409
"5557","company04169",3.9,NA
"5558","company193994",2.8,104
"5559","company156397",NA,NA
"5560","company14109",3.4,29
"5561","company64248",NA,NA
"5562","company40940",4,76
"5563","company40940",NA,NA
"5564","company122099",2.1,77
"5565","company47311",3,144
"5566","company36669",2.8,85
"5567","company45836",4.1,20
"5568","company101093",3.5,114
"5569","company77725",NA,NA
"5570","company85416",3.4,161
"5571","company45694",NA,NA
"5572","company223426",NA,NA
"5573","company41556",NA,NA
"5574","company178067",NA,NA
"5575","company13322",3.5,63
"5576","company237455",NA,NA
"5577","company10818",NA,NA
"5578","company209814",NA,NA
"5579","company15864",3.4,120
"5580","company97671",NA,NA
"5581","company44593",5,63
"5582","company10063",3.4,189
"5583","company213947",NA,NA
"5584","company124004",NA,NA
"5585","company28833",3.8,80
"5586","company45089",NA,NA
"5587","company182024",3.9,48
"5588","company95408",NA,NA
"5589","company11277",NA,NA
"5590","company90604",NA,NA
"5591","company50295",4.2,138
"5592","company31335",NA,NA
"5593","company15281",4.1,66
"5594","company15113",3.2,44
"5595","company231596",NA,NA
"5596","company15068",2.8,89
"5597","company179658",NA,NA
"5598","company16118",NA,NA
"5599","company28603",5,10
"5600","company199927",NA,NA
"5601","company38498",4.3,79
"5602","company70384",3.2,61
"5603","company42899",3.4,139
"5604","company113705",4.5,61
"5605","company45408",3.7,680
"5606","company203350",NA,NA
"5607","company58659",NA,NA
"5608","company131775",NA,NA
"5609","company76353",NA,NA
"5610","company215935",NA,NA
"5611","company14777",NA,NA
"5612","company28857",4.4,50
"5613","company02085",3.1,23
"5614","company122762",4.2,62
"5615","company45559",NA,NA
"5616","company23442",4,37
"5617","company76775",NA,NA
"5618","company08940",2.6,27
"5619","company76606",NA,NA
"5620","company28181",3.8,78
"5621","company57184",NA,NA
"5622","company48147",NA,NA
"5623","company09448",NA,NA
"5624","company28730",4.6,18
"5625","company10958",NA,NA
"5626","company10958",3.5,NA
"5627","company29993",4.2,113
"5628","company06017",4.6,108
"5629","company176075",NA,NA
"5630","company74173",NA,NA
"5631","company147096",3.6,56
"5632","company227618",4,59
"5633","company207735",4.1,34
"5634","company137564",4,114
"5635","company54930",NA,NA
"5636","company114393",3.7,29
"5637","company44059",2.8,16
"5638","company06049",NA,NA
"5639","company128717",NA,NA
"5640","company07961",NA,NA
"5641","company11733",3.8,83
"5642","company26793",4,118
"5643","company198907",NA,NA
"5644","company121756",NA,NA
"5645","company34715",NA,NA
"5646","company177369",NA,NA
"5647","company66962",3.3,104
"5648","company03082",NA,NA
"5649","company03082",3.9,12
"5650","company93253",NA,NA
"5651","company03897",NA,NA
"5652","company27142",NA,NA
"5653","company49279",NA,NA
"5654","company96761",NA,NA
"5655","company11064",3,22
"5656","company60176",NA,NA
"5657","company107924",3.7,31
"5658","company42963",3.7,66
"5659","company168827",3.7,21
"5660","company15567",NA,NA
"5661","company133908",NA,NA
"5662","company161265",NA,NA
"5663","company08187",3,40
"5664","company50371",NA,NA
"5665","company171013",NA,NA
"5666","company194353",NA,NA
"5667","company00253",NA,NA
"5668","company229348",NA,NA
