"","companyId","jobId","stateProvince","industry","city","normTitle","normTitleCategory","experienceRequired","estimatedSalary","supervisingJob","licenseRequiredJob","educationRequirements","sum_of_clicks","sum_localclick","days","clickspday","locclickspday"
"12208","company199552","job0804948","PA",NA,"Philadelphia","live-in caregiver","care",NA,23100,0,1,"None",1464,643,16,91.5,40.1875
"12209","company199552","job0804948","PA",NA,"Philadelphia",NA,NA,NA,23100,0,1,"None",155,76,6,25.8333333333333,12.6666666666667
"12210","company199554","job0804950","NH",NA,"Keene","coach","sports",NA,22700,0,0,"None",522,175,29,18,6.03448275862069
"12211","company199587","job0805095","MI",NA,"Woodhaven",NA,NA,NA,39800,0,0,"None",675,45,31,21.7741935483871,1.45161290322581
"12212","company19959","job0036056","NE",NA,"Kearney","program coordinator","service",2,48600,0,0,"Higher Education",902,306,28,32.2142857142857,10.9285714285714
"12213","company199631","job0805261","MD",NA,"Hagerstown","security analyst","techinfo",NA,30500,0,1,"High School",2047,349,18,113.722222222222,19.3888888888889
"12214","company199631","job0805261","MD",NA,"Hagerstown",NA,NA,NA,30500,0,1,"High School",648,121,14,46.2857142857143,8.64285714285714
"12215","company199700","job0805527","LA",NA,"Morgan City",NA,NA,NA,44200,0,0,"None",2020,334,33,61.2121212121212,10.1212121212121
"12216","company199722","job0805609","OH",NA,"Hudson","housekeeper/laundry","sanitation",1,23400,0,0,"None",569,34,29,19.6206896551724,1.17241379310345
"12217","company199722","job0805609","OH",NA,"Hudson","housekeeper/laundry","sanitation",NA,23400,0,0,"None",1189,97,54,22.0185185185185,1.7962962962963
"12218","company199722","job0805609","OH",NA,"Hudson",NA,NA,NA,23400,0,0,"None",348,33,16,21.75,2.0625
"12219","company199781","job0805828","PA",NA,"Lancaster","industrial mechanic","install",2,42700,0,1,"None",1751,215,69,25.3768115942029,3.11594202898551
"12220","company199816","job0806013","IL",NA,"East Moline","unit manager","service",2,70900,1,1,"None",208,20,13,16,1.53846153846154
"12221","company199834","job0806093","GA",NA,"Conley","processor","admin",NA,23500,0,0,"None",3416,94,69,49.5072463768116,1.36231884057971
"12222","company199895","job0806354","CA",NA,"Paso Robles","warehouse worker","warehouse",1,25500,0,0,"High School",104,19,4,26,4.75
"12223","company199913","job0806430","CA",NA,"San Diego","accounting assistant","accounting",0,32700,0,0,"Higher Education",779,257,20,38.95,12.85
"12224","company19992","job0349301","TN",NA,"Madison","licensed practical nurse","mednurse",0.3,29500,0,1,"None",413,23,25,16.52,0.92
"12225","company19992","job1001415","TN",NA,"Kingsport","housekeeper","sanitation",0,17800,0,0,"High School",473,105,5,94.6,21
"12226","company19992","job1001415","TN",NA,"Kingsport","housekeeper","sanitation",0,18000,0,0,"High School",108,27,4,27,6.75
"12227","company19992","job1001415","TN",NA,"Kingsport",NA,NA,0,18000,0,0,"High School",321,111,10,32.1,11.1
"12228","company199927","job0806512","FL",NA,"Jacksonville","truck driver","driver",2,49600,0,1,"None",715,141,31,23.0645161290323,4.54838709677419
"12229","company19998","job0412387","WI",NA,"Shullsburg","packer","warehouse",NA,18000,0,0,"None",1100,28,78,14.1025641025641,0.358974358974359
"12230","company200059","job0807675","PA",NA,"Plainfield","food service worker","food",NA,20500,0,0,"None",106,9,5,21.2,1.8
"12231","company20009","job0946339","MD","HEALTH_CARE","Annapolis","technician","install",NA,35000,0,1,"None",1332,169,43,30.9767441860465,3.93023255813953
"12232","company200123","job0807904","IL",NA,"Downers Grove","lot porter","install",NA,23600,0,1,"None",1021,59,31,32.9354838709677,1.90322580645161
"12233","company200159","job0807995","PA",NA,"Danville","associate","uncategorized",NA,24400,0,1,"High School",681,65,30,22.7,2.16666666666667
"12234","company200168","job0808031","TX",NA,"Dallas","registered nurse","mednurse",0.5,59800,0,1,"None",1104,202,68,16.2352941176471,2.97058823529412
"12235","company200168","job0808031","TX",NA,"Dallas","registered nurse","mednurse",0.5,70200,0,1,"None",230,38,22,10.4545454545455,1.72727272727273
"12236","company200168","job0808036","TX",NA,"Dallas","patient access representative ii","medinfo",2,30100,0,1,"High School",995,127,68,14.6323529411765,1.86764705882353
"12237","company200168","job0808036","TX",NA,"Dallas","patient access representative ii","medinfo",2,30700,0,1,"High School",337,85,21,16.047619047619,4.04761904761905
"12238","company20017","job0572893","OH",NA,"Columbus","delivery driver","driver",NA,24700,0,1,"None",932,225,11,84.7272727272727,20.4545454545455
"12239","company200224","job0897802","NC",NA,"North Charlotte","line cook","food",0,22600,0,0,"High School",854,17,61,14,0.278688524590164
"12240","company200224","job0897802","NC",NA,"North Charlotte","line cook","food",0,23000,0,0,"High School",18,2,1,18,2
"12241","company200237","job0808260","MN",NA,"Maple Grove","customer service representative","customer",NA,19800,0,0,"None",992,128,57,17.4035087719298,2.24561403508772
"12242","company200354","job0934526","MA",NA,"Pembroke","senior operator","install",NA,61400,0,1,"High School",1461,90,31,47.1290322580645,2.90322580645161
"12243","company20038","job0122236","TX",NA,"Richardson","engineer","uncategorized",1,73100,0,0,"None",97,4,7,13.8571428571429,0.571428571428571
"12244","company200383","job0808944","NV",NA,"Sparks","administrative assistant","admin",3,55500,1,0,"None",2194,198,75,29.2533333333333,2.64
"12245","company200391","job0808981","SC",NA,"Mount Pleasant","pool manager","hospitality",NA,49900,1,0,"None",593,71,31,19.1290322580645,2.29032258064516
"12246","company200531","job0809550","CA",NA,"San Francisco","front desk agent","customer",NA,19500,0,0,"None",345,43,19,18.1578947368421,2.26315789473684
"12247","company20064","job0134962","MA","TRANSPORT_AND_FREIGHT","Springfield","truck driver","driver",NA,50300,0,1,"None",4,0,1,4,0
"12248","company20065","job0891393","OH",NA,"Barberton","operator","install",NA,21200,0,0,"None",808,94,31,26.0645161290323,3.03225806451613
"12249","company200684","job0810683","NC",NA,"Gastonia","host/hostess","food",NA,15600,0,0,"None",1467,369,98,14.969387755102,3.76530612244898
"12250","company20078","job0987358","CA",NA,"Torrance","chef","food",NA,31900,0,1,"None",218,16,14,15.5714285714286,1.14285714285714
"12251","company20091","job0162092","MI",NA,"Livonia","programmer","techsoftware",NA,38700,0,0,"None",1445,103,89,16.2359550561798,1.15730337078652
"12252","company200963","job0811727","FL",NA,"Oldsmar",NA,NA,NA,39500,0,0,"None",781,66,33,23.6666666666667,2
"12253","company200974","job0811759","DC",NA,"Washington","senior policy analyst","legal",10,83400,0,1,"Higher Education",74,32,6,12.3333333333333,5.33333333333333
"12254","company200975","job0880879","IN",NA,"Evansville","principal scientist","science",3,133400,0,0,"Higher Education",1236,226,68,18.1764705882353,3.32352941176471
"12255","company200975","job0880879","IN",NA,"Evansville",NA,NA,3,133400,0,0,"Higher Education",7,0,1,7,0
"12256","company20099","job0505699","NY",NA,"Owego","registered nurse - home health","mednurse",NA,56200,0,1,"None",695,16,42,16.547619047619,0.380952380952381
"12257","company20099","job0505699","NY",NA,"Owego",NA,NA,NA,56200,0,1,"None",242,12,15,16.1333333333333,0.8
"12258","company20099","job0615939","PA",NA,"Sayre","administrative assistant","admin",NA,35100,0,0,"Higher Education",1431,115,95,15.0631578947368,1.21052631578947
"12259","company20099","job0615939","PA",NA,"Sayre",NA,NA,NA,35100,0,0,"Higher Education",51,8,2,25.5,4
"12260","company20100","job0036327","TN",NA,"Madison","customer service representative","customer",NA,20800,0,0,"High School",39,2,3,13,0.666666666666667
"12261","company201016","job0811964","CA",NA,"Berkeley",NA,NA,NA,27600,0,0,"None",811,67,32,25.34375,2.09375
"12262","company20103","job0036336","OR",NA,"Eugene","payroll clerk","accounting",NA,20700,0,1,"High School",193,78,3,64.3333333333333,26
"12263","company201052","job0812088","MO",NA,"Springfield","legal secretary","admin",3,38300,0,0,"None",1801,624,31,58.0967741935484,20.1290322580645
"12264","company20111","job0439601","TX",NA,"Austin","business development manager","management",3,116000,0,0,"Higher Education",2,2,1,2,2
"12265","company20111","job0697145","OH",NA,"Twinsburg","team leader","management",2,25900,0,0,"High School",581,23,28,20.75,0.821428571428571
"12266","company201142","job0927970","PA",NA,"Greensburg","claims representative","insurance",1,37600,0,1,"High School",1932,215,47,41.1063829787234,4.57446808510638
"12267","company201142","job0990151","OK",NA,"Oklahoma City","vice president of client services","customer",5,122300,1,1,"Higher Education",1339,257,24,55.7916666666667,10.7083333333333
"12268","company201148","job0812534","NJ",NA,"Little Falls","telemarketer","sales",NA,30100,0,0,"None",2689,103,47,57.2127659574468,2.19148936170213
"12269","company201224","job0812959","NJ",NA,"Livingston","photographer","media",NA,40300,0,0,"None",199,9,4,49.75,2.25
"12270","company201235","job0946892","CO",NA,"Boulder","associate","uncategorized",NA,22500,0,1,"None",854,170,25,34.16,6.8
"12271","company201272","job0994183","AZ",NA,"Goodyear","registered nurse - l&d","mednurse",2,60600,0,1,"Higher Education",21,2,2,10.5,1
"12272","company20129","job0773849","IA",NA,"Cedar Rapids","care coordinator","service",NA,39300,0,1,"Higher Education",1671,496,23,72.6521739130435,21.5652173913043
"12273","company20131","job0036399","TX","BANKS_AND_FINANCIAL_SERVICES","Irving","call center representative","customer",NA,23900,0,0,"None",200,8,17,11.7647058823529,0.470588235294118
"12274","company20131","job0396457","TX","BANKS_AND_FINANCIAL_SERVICES","Coppell","customer service representative","customer",2,47200,0,0,"High School",150,2,9,16.6666666666667,0.222222222222222
"12275","company20131","job0399533","TX","BANKS_AND_FINANCIAL_SERVICES","Irving","senior mortgage specialist","finance",2,44900,0,0,"Higher Education",14,3,1,14,3
"12276","company20131","job0470122","TX","BANKS_AND_FINANCIAL_SERVICES","Coppell","senior systems analyst","finance",2,77700,0,0,"Higher Education",13,0,1,13,0
"12277","company201312","job0848797","NY",NA,"New York","babysitter/nanny","childcare",NA,35700,0,0,"None",221,11,5,44.2,2.2
"12278","company201313","job0901569","UT",NA,"Hurricane","babysitter/nanny","childcare",NA,27800,0,0,"None",645,113,36,17.9166666666667,3.13888888888889
"12279","company20137","job0036409","NC","CONSULTING_AND_BUSINESS_SERVICES","Wilmington","security officer","protective",0,22000,0,0,"None",196,77,14,14,5.5
"12280","company20138","job0111022","WI",NA,"Sun Prairie","licensed practical nurse","mednurse",NA,26600,0,1,"None",346,37,22,15.7272727272727,1.68181818181818
"12281","company20144","job0067137","ME",NA,"Cumberland","installer","install",NA,40900,0,0,"High School",872,48,55,15.8545454545455,0.872727272727273
"12282","company201443","job0814341","CA",NA,"San Rafael","musician","arts",2,56100,0,0,"Higher Education",258,12,12,21.5,1
"12283","company201443","job0814341","CA",NA,"San Rafael",NA,NA,2,56100,0,0,"Higher Education",163,36,8,20.375,4.5
"12284","company20152","job0225775","TN",NA,"Murfreesboro","tooling engineer","engmech",5,86700,0,0,"Higher Education",259,13,7,37,1.85714285714286
"12285","company20152","job0518030","TN",NA,"Nashville","maintenance manager","install",5,45000,0,0,"None",279,9,8,34.875,1.125
"12286","company20152","job0903550","TN",NA,"Nashville","tool and die maker","manufacturing",NA,38300,0,0,"None",301,29,12,25.0833333333333,2.41666666666667
"12287","company20153","job0435279","CA",NA,"San Francisco Bay Area","pharmacist","pharmacy",NA,85600,0,1,"None",514,36,26,19.7692307692308,1.38461538461538
"12288","company20153","job0602419","KY",NA,"Lexington","pharmacist","pharmacy",NA,91400,0,1,"Higher Education",17,2,1,17,2
"12289","company20153","job0850004","RI",NA,"Providence",NA,NA,NA,83500,0,0,"None",13,3,1,13,3
"12290","company20156","job0393469","NH",NA,"Dover","web content specialist","techsoftware",4,65900,0,0,"Higher Education",181,12,11,16.4545454545455,1.09090909090909
"12291","company20156","job0418453","NH",NA,"Dover","director","management",9,122300,1,0,"Higher Education",35,0,1,35,0
"12292","company20156","job0763207","NH",NA,"Dover","web content specialist","techsoftware",7,77600,0,0,"Higher Education",8,8,1,8,8
"12293","company20156","job0862810","NH",NA,"Dover","program coordinator","service",3,46100,0,0,"High School",48,7,1,48,7
"12294","company20160","job0717478","CO",NA,"Lone Tree","manager on duty","management",0.5,27000,1,1,"None",744,26,46,16.1739130434783,0.565217391304348
"12295","company201650","job0815826","WA",NA,"Sequim","deli associate","retail",0.5,19200,0,0,"High School",67,5,4,16.75,1.25
"12296","company201699","job0816035","PA",NA,"Grove City","licensed practical nurse","mednurse",NA,35200,0,0,"None",506,44,21,24.0952380952381,2.0952380952381
"12297","company20175","job0066754","OK","HEALTH_CARE","Tulsa","technician","install",0.5,39800,0,1,"None",28,0,1,28,0
"12298","company20175","job0269330","OK","HEALTH_CARE","Tulsa","nurse technician","medtech",0,37900,0,1,"High School",12,12,1,12,12
"12299","company20175","job0269330","OK",NA,"Tulsa","nurse technician","medtech",0,37900,0,1,"High School",173,9,9,19.2222222222222,1
"12300","company201859","job0816507","CA",NA,"Napa","call center representative","customer",NA,25700,0,0,"High School",1580,329,30,52.6666666666667,10.9666666666667
"12301","company201906","job0816662","KS",NA,"Topeka","nursing assistant","mednurse",NA,21900,0,1,"None",302,150,14,21.5714285714286,10.7142857142857
"12302","company201906","job0816662","KS",NA,"Topeka","nursing assistant","mednurse",NA,24700,0,1,"None",1266,685,76,16.6578947368421,9.01315789473684
"12303","company201906","job0816662","KS",NA,"Topeka","nursing assistant","mednurse",NA,26900,0,1,"None",80,56,5,16,11.2
"12304","company20193","job0108021","CA",NA,"San Carlos","cashier","retail",NA,17900,0,0,"None",476,8,37,12.8648648648649,0.216216216216216
"12305","company20193","job0699553","FL","AUTO","Aventura","assistant manager","management",NA,20100,1,0,"None",354,5,27,13.1111111111111,0.185185185185185
"12306","company20193","job0699553","FL",NA,"Aventura","assistant manager","management",NA,20100,1,0,"None",498,5,46,10.8260869565217,0.108695652173913
"12307","company20193","job0699554","FL","AUTO","Pinecrest","retail sales associate","retail",NA,19000,0,0,"High School",245,13,20,12.25,0.65
"12308","company20193","job0699554","FL",NA,"Pinecrest","retail sales associate","retail",NA,19000,0,0,"High School",1122,15,79,14.2025316455696,0.189873417721519
"12309","company201936","job0822725","AZ","CONSTRUCTION","New River","purchasing coordinator","admin",NA,48400,0,0,"Higher Education",150,0,14,10.7142857142857,0
"12310","company201936","job0822725","AZ",NA,"New River","purchasing coordinator","admin",NA,48400,0,0,"Higher Education",50,3,2,25,1.5
"12311","company20194","job0741273","CO",NA,"Denver","brand ambassador","marketing",NA,20100,0,0,"None",241,95,14,17.2142857142857,6.78571428571429
"12312","company201942","job0816818","TX",NA,"San Antonio","research assistant","science",NA,39400,0,0,"Higher Education",2554,1163,33,77.3939393939394,35.2424242424242
"12313","company20198","job0928210","AR",NA,"Conway","assistant professor","education",3,45800,0,1,"Higher Education",1084,180,50,21.68,3.6
"12314","company20201","job0678164","MO",NA,"Kansas City","school principal","education",0.5,18100,1,1,"High School",247,66,14,17.6428571428571,4.71428571428571
"12315","company202017","job0817170","TX",NA,"Laredo","energy consultant","sales",NA,75400,0,0,"None",418,250,25,16.72,10
"12316","company20206","job0612072","TX",NA,"Dallas","vice president","management",7,70100,1,0,"Higher Education",1921,396,86,22.3372093023256,4.6046511627907
"12317","company20206","job0921668","TX",NA,"Dallas","data analyst","techinfo",5,80000,0,0,"Higher Education",1009,150,38,26.5526315789474,3.94736842105263
"12318","company20212","job0036923","GA",NA,"Dacula","associate","uncategorized",NA,17600,0,0,"None",205,13,15,13.6666666666667,0.866666666666667
"12319","company20212","job0226990","GA",NA,"Macon","certified pharmacy technician","pharmacy",NA,24000,0,1,"High School",396,109,17,23.2941176470588,6.41176470588235
"12320","company20217","job0036591","CA",NA,"Los Angeles",NA,NA,NA,26200,0,1,"Higher Education",252,63,14,18,4.5
"12321","company202192","job0818081","CO",NA,"Denver","firefighter","protective",NA,37800,0,1,"None",472,146,10,47.2,14.6
"12322","company202210","job0818299","PA",NA,"Mercer","automotive technician","install",NA,33600,0,1,"None",209,38,15,13.9333333333333,2.53333333333333
"12323","company202226","job0818394","CA",NA,"Los Angeles","senior project manager","project",10,26000,0,0,"Higher Education",1398,244,68,20.5588235294118,3.58823529411765
"12324","company20228","job0999398","CA",NA,"Mountain View","director of engineering","management",3,121500,1,0,"Higher Education",390,33,21,18.5714285714286,1.57142857142857
"12325","company20231","job0526299","TX","CONSULTING_AND_BUSINESS_SERVICES","Spring","business analyst","techinfo",NA,72000,0,0,"Higher Education",464,50,6,77.3333333333333,8.33333333333333
"12326","company20236","job0417497","GU",NA,"Hagåtña","cashier","retail",NA,21200,0,0,"High School",2258,13,20,112.9,0.65
"12327","company202404","job0819246","NY",NA,"Bronx","receptionist","admin",NA,25200,0,0,"High School",244,135,1,244,135
"12328","company20264","job0152807","CO",NA,"Lone Tree","senior internal auditor","accounting",1.7,115200,1,0,"None",297,11,8,37.125,1.375
"12329","company20264","job0267194","IN",NA,"Indianapolis",NA,NA,3,70800,1,1,"Higher Education",280,46,9,31.1111111111111,5.11111111111111
"12330","company20264","job0293329","NC","BANKS_AND_FINANCIAL_SERVICES","Charlotte","vice president of finance","management",4,80700,0,1,"Higher Education",912,237,27,33.7777777777778,8.77777777777778
"12331","company20264","job0293329","NC",NA,"Charlotte","vice president of finance","management",4,80700,0,1,"Higher Education",114,38,5,22.8,7.6
"12332","company20264","job0614204","CO",NA,"Lone Tree","senior training manager","education",2,65700,0,0,"Higher Education",550,13,23,23.9130434782609,0.565217391304348
"12333","company202667","job0820241","NY",NA,"Bronx","porter","hospitality",NA,24300,0,0,"High School",1549,601,15,103.266666666667,40.0666666666667
"12334","company202695","job0858292","CA",NA,"Montebello","registered nurse - operating room","mednurse",2,63600,0,1,"None",631,53,31,20.3548387096774,1.70967741935484
"12335","company202715","job0820443","IA",NA,"Ames","technician","install",NA,39200,0,1,"High School",504,101,10,50.4,10.1
"12336","company202780","job0820841","CA",NA,"San Diego","interior designer","arch",2,72400,0,0,"Higher Education",242,64,16,15.125,4
"12337","company20283","job0145459","WA",NA,"Seattle","surgeon","meddr",NA,86900,0,1,"None",45,2,2,22.5,1
"12338","company20283","job0213407","CA",NA,"Central Valley","surgeon","meddr",NA,131000,0,0,"None",332,3,26,12.7692307692308,0.115384615384615
"12339","company20283","job0382983","CO",NA,"Grand Junction","oncologist","meddr",NA,169400,0,1,"None",222,7,17,13.0588235294118,0.411764705882353
"12340","company20283","job0465367","CO",NA,NA,"hospitalist","meddr",NA,192400,0,0,"None",16,0,1,16,0
"12341","company20284","job0298984","TX",NA,"Midland","general manager","management",NA,41600,1,0,"None",399,105,24,16.625,4.375
"12342","company20284","job0440727","TX",NA,"Austin","assistant manager","management",2,46700,1,0,"None",415,117,10,41.5,11.7
"12343","company20285","job0282323","RI",NA,"Providence","driver","driver",NA,35900,0,1,"None",899,125,13,69.1538461538462,9.61538461538461
"12344","company20285","job0559454","IN",NA,"Bloomington","driver","driver",NA,29300,0,0,"None",6261,1537,74,84.6081081081081,20.7702702702703
"12345","company20286","job0655903","MD",NA,"Bethesda","executive assistant","admin",1,31900,0,0,"None",1024,80,27,37.9259259259259,2.96296296296296
"12346","company202866","job0821397","VA",NA,"Henrico","retail sales associate","retail",1,19300,1,0,"High School",616,32,31,19.8709677419355,1.03225806451613
"12347","company20287","job0164557","IA","HEALTH_CARE","Mount Pleasant","fitness trainer","sports",0.3,54500,0,1,"High School",530,40,24,22.0833333333333,1.66666666666667
"12348","company20287","job0164557","IA","HEALTH_CARE","Mount Pleasant","fitness trainer","sports",1,54500,0,1,"High School",97,8,5,19.4,1.6
"12349","company20289","job0036795","NC",NA,"Raleigh","student intern","uncategorized",NA,70700,0,0,"Higher Education",718,127,44,16.3181818181818,2.88636363636364
"12350","company202924","job0821739","MI",NA,"Harbor Springs","guest service agent","customer",0,23400,0,0,"High School",102,8,7,14.5714285714286,1.14285714285714
"12351","company20293","job0045420","PA","TRANSPORT_AND_FREIGHT","North East","truck driver","driver",NA,38100,0,1,"None",19,2,1,19,2
"12352","company20293","job0449007","GA","TRANSPORT_AND_FREIGHT","North Metro","truck driver","driver",0.5,52500,0,1,"None",231,2,15,15.4,0.133333333333333
"12353","company20293","job0449017","CO","TRANSPORT_AND_FREIGHT","Gilcrest","truck driver","driver",0.5,54300,0,1,"None",361,3,25,14.44,0.12
"12354","company20294","job0417956","NJ","RESTAURANTS_TRAVEL_AND_LEISURE","Bridgewater","restaurant manager","food",NA,25900,1,0,"None",360,6,34,10.5882352941176,0.176470588235294
"12355","company20294","job0417956","NJ",NA,"Bridgewater","restaurant manager","food",NA,25900,1,0,"None",960,39,66,14.5454545454545,0.590909090909091
"12356","company202942","job0821808","NE",NA,"Lexington","warehouse/driver","warehouse",2,20000,0,1,"High School",155,18,4,38.75,4.5
"12357","company202942","job0821808","NE",NA,"Lexington","warehouse/driver","warehouse",2,20300,0,1,"High School",1727,492,89,19.4044943820225,5.52808988764045
"12358","company202987","job0822142","TX",NA,"Corpus Christi","ophthalmic assistant","medtech",2,39100,0,0,"None",1665,646,31,53.7096774193548,20.8387096774194
"12359","company203057","job0822406","GA",NA,"Hoschton","electrical technician","install",2,48000,0,1,"High School",1787,85,55,32.4909090909091,1.54545454545455
"12360","company20310","job0213113","CA",NA,"Salinas","typist","admin",NA,24600,0,0,"None",253,75,18,14.0555555555556,4.16666666666667
"12361","company20314","job0772545","NJ","RETAIL","Paramus","retail sales associate","retail",1,34700,1,0,"High School",1104,39,69,16,0.565217391304348
"12362","company203154","job0822714","CA",NA,"Santa Fe Springs","medical coordinator","medinfo",1,28000,0,1,"High School",33,2,2,16.5,1
"12363","company203154","job0822714","CA",NA,"Santa Fe Springs","medical coordinator","medinfo",NA,28000,0,1,"High School",1676,43,90,18.6222222222222,0.477777777777778
"12364","company203162","job0967762","CA",NA,"Simi Valley","pathology manager","management",NA,36700,0,1,"High School",38,7,2,19,3.5
"12365","company203273","job0823232","VA",NA,"Damascus","industrial engineer","engid",NA,76800,0,0,"Higher Education",103,3,2,51.5,1.5
"12366","company203279","job0835811","MA",NA,"Needham","inside sales representative","sales",4,50200,0,0,"Higher Education",1208,111,77,15.6883116883117,1.44155844155844
"12367","company203279","job0835811","MA",NA,"Needham","inside sales representative","sales",4,57500,0,0,"Higher Education",48,0,3,16,0
"12368","company203320","job0823392","PA",NA,"Philadelphia",NA,NA,NA,47100,0,0,"None",2394,1436,31,77.2258064516129,46.3225806451613
"12369","company203350","job0823556","FL",NA,"Saint Petersburg",NA,NA,NA,152700,0,0,"None",70,26,3,23.3333333333333,8.66666666666667
"12370","company203355","job0823582","WI",NA,"Waukesha","sales engineer","sales",3,76900,0,0,"Higher Education",834,66,62,13.4516129032258,1.06451612903226
"12371","company20347","job0260852","WA",NA,"Seattle","crew member","uncategorized",NA,22900,0,0,"None",387,97,19,20.3684210526316,5.10526315789474
"12372","company20347","job0292388","WA",NA,"Issaquah","barista","food",NA,23900,0,0,"None",158,26,9,17.5555555555556,2.88888888888889
"12373","company203486","job0858841","WI",NA,"Hudson","nursing assistant","mednurse",NA,24600,0,1,"High School",99,23,5,19.8,4.6
"12374","company203486","job0858841","WI",NA,"Hudson","nursing assistant","mednurse",NA,28300,0,1,"High School",203,26,10,20.3,2.6
"12375","company203490","job0824536","AL",NA,"Mobile","service technician","install",2,33900,0,1,"High School",283,80,15,18.8666666666667,5.33333333333333
"12376","company20357","job0210524","KY",NA,"Frankfort","retail sales associate","retail",NA,17500,0,0,"None",285,5,23,12.3913043478261,0.217391304347826
"12377","company203588","job0825159","OH",NA,"Tallmadge","runner","food",NA,25600,0,1,"None",1508,78,62,24.3225806451613,1.25806451612903
"12378","company203588","job0825159","OH",NA,"Tallmadge","runner","food",NA,27600,0,1,"None",135,14,8,16.875,1.75
"12379","company20370","job0824515","IA",NA,"West Des Moines","sales representative","sales",NA,33700,0,0,"None",876,131,56,15.6428571428571,2.33928571428571
"12380","company203744","job0825787","MN",NA,"Mankato","staff accountant","accounting",NA,45500,0,0,"Higher Education",428,136,9,47.5555555555556,15.1111111111111
"12381","company203744","job0825787","MN",NA,"Mankato","staff accountant","accounting",NA,46000,0,0,"Higher Education",647,252,24,26.9583333333333,10.5
"12382","company203862","job0934428","NY",NA,"Brooklyn","counter person","customer",1,24900,0,1,"High School",72,24,4,18,6
"12383","company203862","job0988875","NY",NA,"Brooklyn","service advisor","sales",2,65200,0,1,"High School",80,18,5,16,3.6
"12384","company203868","job0943618","VA",NA,"McLean","copywriter","marketing",10,51800,0,0,"Higher Education",1045,44,43,24.3023255813953,1.02325581395349
"12385","company203900","job0826476","TX",NA,"Austin","security officer","protective",NA,35000,0,1,"None",521,74,18,28.9444444444444,4.11111111111111
"12386","company203903","job0871927","MI",NA,"Auburn Hills","aeronautical engineer","aviation",5,83700,0,0,"Higher Education",287,11,15,19.1333333333333,0.733333333333333
"12387","company203918","job0826530","WA",NA,"Tacoma","operations associate","admin",1,30400,0,1,"None",1823,375,65,28.0461538461538,5.76923076923077
"12388","company203918","job0826530","WA",NA,"Tacoma","truck driver","driver",1,29700,0,1,"None",703,114,27,26.037037037037,4.22222222222222
"12389","company203928","job0826563","NY",NA,"New York","department lead","uncategorized",NA,35300,0,0,"None",769,98,45,17.0888888888889,2.17777777777778
"12390","company20399","job0614032","AZ",NA,"Phoenix","team member","uncategorized",NA,28900,0,1,"None",1338,62,95,14.0842105263158,0.652631578947368
"12391","company204016","job0827124","NY",NA,"Brooklyn","truck driver","driver",NA,37300,0,1,"None",187,57,10,18.7,5.7
"12392","company204016","job0827124","NY",NA,"Brooklyn","truck driver","driver",NA,39700,0,1,"None",1399,697,81,17.2716049382716,8.60493827160494
"12393","company20402","job0069932","NY",NA,"Nyack","leasing agent","realestate",3,68700,0,0,"Higher Education",176,28,10,17.6,2.8
"12394","company20402","job0346012","NY",NA,"Binghamton","export manager","management",NA,61300,0,0,"Higher Education",176,33,12,14.6666666666667,2.75
"12395","company204087","job0827617","OK",NA,"Oklahoma City","unit leader","retail",3,38900,1,0,"High School",1105,39,70,15.7857142857143,0.557142857142857
"12396","company204095","job0827664","DC",NA,"Washington","salesforce developer","techsoftware",6,77900,0,1,"None",949,55,45,21.0888888888889,1.22222222222222
"12397","company20413","job0498428","WA",NA,"Seattle","recruiter","hr",6,51900,0,0,"None",317,59,19,16.6842105263158,3.10526315789474
"12398","company20413","job0498428","WA",NA,"Seattle",NA,NA,6,51900,0,0,"None",105,7,8,13.125,0.875
"12399","company20419","job0267540","AZ",NA,"Phoenix","outside sales representative","sales",NA,65200,0,1,"None",55,10,3,18.3333333333333,3.33333333333333
"12400","company20419","job0810766","CA",NA,"Anaheim","pest control technician","service",NA,47200,0,1,"None",97,32,4,24.25,8
"12401","company20419","job0985301","AZ",NA,"Tempe","outside sales representative","sales",NA,58100,0,1,"None",65,5,4,16.25,1.25
"12402","company20423","job0340141","PA","TRANSPORT_AND_FREIGHT","Philadelphia","truck driver","driver",0.5,54800,0,1,"None",174,65,14,12.4285714285714,4.64285714285714
"12403","company20423","job0340141","PA",NA,"Philadelphia","truck driver","driver",0.5,54800,0,1,"None",1603,422,87,18.4252873563218,4.85057471264368
"12404","company20424","job0231814","WV",NA,NA,NA,NA,NA,169800,0,0,"None",357,33,25,14.28,1.32
"12405","company20424","job0425033","WV",NA,"United",NA,NA,NA,134400,0,0,"None",25,0,1,25,0
"12406","company204265","job0849841","MA",NA,"Burlington","barista","food",NA,32200,0,0,"None",975,80,31,31.4516129032258,2.58064516129032
"12407","company204269","job1002656","NY",NA,"Saint Johnsville","bus driver","driver",NA,25800,0,1,"High School",375,19,18,20.8333333333333,1.05555555555556
"12408","company20434","job0037110","CA",NA,"Los Angeles","outside sales representative","sales",NA,109300,0,0,"Higher Education",1008,151,71,14.1971830985915,2.12676056338028
"12409","company204392","job0924645","FL",NA,"Palm Harbor","trainee manager","management",NA,38300,1,0,"High School",429,65,26,16.5,2.5
"12410","company204470","job0829582","CA",NA,"San Mateo","sales representative","sales",2,63400,0,0,"Higher Education",1259,103,91,13.8351648351648,1.13186813186813
